S2501_C01_001E,S2501_C01_002E,S2501_C01_003E,S2501_C01_004E,S2501_C01_005E,FIPS,STATEFP,COUNTYFP,TRACTCE
2826,461,1229,247,889,48085031407,48,085,031407
1098,94,268,206,530,48085031408,48,085,031408
3721,434,1234,734,1319,48085031409,48,085,031409
3094,446,1150,538,960,48085031410,48,085,031410
1656,134,419,304,799,48085031411,48,085,031411
2343,313,935,462,633,48085031504,48,085,031504
3127,659,948,546,974,48085031505,48,085,031505
3239,773,955,459,1052,48085031506,48,085,031506
2617,986,624,457,550,48085031507,48,085,031507
2452,573,875,379,625,48085031508,48,085,031508
1360,265,417,244,434,48085031611,48,085,031611
2207,320,919,449,519,48085031612,48,085,031612
2202,424,920,466,392,48085031613,48,085,031613
2380,645,1066,356,313,48085031621,48,085,031621
2274,285,943,484,562,48085031622,48,085,031622
1126,288,433,119,286,48085031623,48,085,031623
1491,580,298,287,326,48085031624,48,085,031624
1767,324,689,318,436,48085031625,48,085,031625
926,210,368,176,172,48085031626,48,085,031626
1822,329,610,456,427,48085031627,48,085,031627
1393,279,564,284,266,48085031628,48,085,031628
1301,190,410,253,448,48085031629,48,085,031629
1584,163,714,258,449,48085031630,48,085,031630
1760,432,598,342,388,48085031631,48,085,031631
2518,910,780,428,400,48085031632,48,085,031632
1422,202,495,332,393,48085031633,48,085,031633
1216,270,345,292,309,48085031634,48,085,031634
1639,444,442,370,383,48085031635,48,085,031635
2638,566,907,507,658,48085031636,48,085,031636
2183,79,749,481,874,48085031637,48,085,031637
2147,193,520,546,888,48085031638,48,085,031638
2537,645,522,699,671,48085031639,48,085,031639
3328,945,855,494,1034,48085031640,48,085,031640
1968,135,435,502,896,48085031641,48,085,031641
1589,247,527,404,411,48085031642,48,085,031642
1866,349,736,264,517,48085031643,48,085,031643
683,57,281,125,220,48085031645,48,085,031645
2126,296,772,359,699,48085031646,48,085,031646
1298,404,351,256,287,48085031647,48,085,031647
2683,332,1240,353,758,48085031648,48,085,031648
1995,584,880,283,248,48085031649,48,085,031649
3388,1030,1049,639,670,48085031652,48,085,031652
2764,636,942,616,570,48085031653,48,085,031653
1273,126,454,357,336,48085031654,48,085,031654
2163,761,637,498,267,48085031655,48,085,031655
1285,498,372,188,227,48085031656,48,085,031656
1690,874,454,254,108,48085031657,48,085,031657
2546,1533,618,232,163,48085031658,48,085,031658
1048,307,363,182,196,48085031659,48,085,031659
1807,475,318,514,500,48085031660,48,085,031660
1134,186,217,271,460,48085031661,48,085,031661
1543,116,439,473,515,48085031662,48,085,031662
1310,313,308,288,401,48085031663,48,085,031663
1284,69,479,367,369,48085031664,48,085,031664
1765,691,562,378,134,48085031704,48,085,031704
875,105,406,160,204,48085031706,48,085,031706
2131,753,939,258,181,48085031708,48,085,031708
1849,576,703,247,323,48085031709,48,085,031709
1559,601,497,306,155,48085031711,48,085,031711
2837,1471,885,323,158,48085031712,48,085,031712
2438,1009,995,351,83,48085031713,48,085,031713
3408,1783,659,576,390,48085031714,48,085,031714
1192,293,563,128,208,48085031715,48,085,031715
1359,609,496,160,94,48085031716,48,085,031716
1021,510,335,47,129,48085031717,48,085,031717
1049,330,331,156,232,48085031718,48,085,031718
890,387,277,125,101,48085031719,48,085,031719
1840,618,508,513,201,48085031720,48,085,031720
2664,659,844,536,625,48085031802,48,085,031802
2504,995,956,346,207,48085031804,48,085,031804
2151,368,1146,369,268,48085031805,48,085,031805
1201,433,302,363,103,48085031806,48,085,031806
2111,823,689,280,319,48085031807,48,085,031807
3500,1528,1199,316,457,48085031900,48,085,031900
2079,914,391,344,430,48085032003,48,085,032003
2314,656,406,409,843,48085032004,48,085,032004
1597,351,527,348,371,48085032008,48,085,032008
2488,441,1032,476,539,48085032009,48,085,032009
1851,389,442,368,652,48085032010,48,085,032010
2613,459,552,678,924,48085032011,48,085,032011
