S0601_C01_001E,S0601_C01_011E,S0601_C01_012E,S0601_C01_013E,S0601_C01_014E,S0601_C01_015E,S0601_C01_016E,S0601_C01_017E,S0601_C01_018E,S0601_C01_019E,S0601_C01_020E,S0601_C01_021E,S0601_C01_022E,S0601_C01_023E,S0601_C01_024E,S0601_C01_025E,S0601_C01_026E,S0601_C01_027E,S0601_C01_028E,S0601_C01_034E,S0601_C01_035E,S0601_C01_036E,S0601_C01_037E,S0601_C01_038E,S0601_C01_039E,S0601_C01_040E,S0601_C01_041E,S0601_C01_042E,S0601_C01_043E,S0601_C01_044E,S0601_C01_045E,S0601_C01_046E,S0601_C01_047E,S0601_C01_048E,FIPS,STATEFP,COUNTYFP,TRACTCE
4587,60.8,39.2,94.3,61.7,13.3,5.1,5.6,0.0,8.7,5.7,49.8,31.1,4341,43.1,15.2,28.0,4045,66.7,22.4,22.6,22.8,3.6,4045,9.0,6.7,23.2,21.8,18.0,6.4,1.5,4.5,26343,4587,48453002316,48,453,002316
6581,56.1,43.9,97.3,58.6,15.0,2.0,9.3,0.2,12.2,2.7,49.0,24.3,6552,46.2,34.4,11.8,6348,82.7,12.2,37.5,27.0,16.4,6348,25.6,13.1,11.4,9.7,15.9,3.9,1.2,3.7,16952,6581,48453002317,48,453,002317
7215,57.1,42.9,97.9,63.5,15.1,0.7,8.3,0.0,10.4,2.1,58.2,18.0,6936,50.2,31.4,18.8,5859,69.4,19.7,29.8,18.7,7.5,5859,15.6,9.6,27.5,9.8,11.6,10.2,1.2,7.3,22101,7215,48453002318,48,453,002318
2368,83.5,16.5,97.0,49.7,26.9,3.0,1.7,0.0,15.8,3.0,34.9,32.6,2368,31.1,22.1,9.0,2368,71.2,43.3,23.5,3.1,0.0,2368,19.2,11.5,10.7,6.8,5.8,0.3,0.2,2.1,14063,37,48453002319,48,453,002319
8514,51.1,48.9,98.1,84.7,7.7,0.5,3.0,0.0,2.2,1.9,41.6,46.9,7933,30.9,21.5,9.4,7442,54.4,23.4,29.9,27.6,10.6,7442,9.6,4.8,12.8,15.6,17.7,14.5,6.5,10.6,37886,8509,48453002402,48,453,002402
2743,53.1,46.9,98.9,88.1,1.9,0.0,1.4,0.0,7.5,1.1,40.4,54.8,2615,39.5,26.1,13.4,2302,42.6,20.5,24.4,35.2,5.7,2302,7.9,9.6,10.7,12.0,17.5,12.9,2.9,15.1,38891,2743,48453002403,48,453,002403
6663,45.4,54.6,97.1,86.7,3.8,0.3,4.7,0.0,1.8,2.9,33.3,56.7,6330,25.3,18.1,7.3,5755,33.3,25.4,26.5,31.6,12.2,5755,7.1,4.8,12.8,9.8,18.3,14.6,2.9,17.6,43003,6663,48453002407,48,453,002407
3586,54.5,45.5,96.5,89.4,3.5,3.2,0.3,0.0,0.0,3.5,44.9,48.9,3483,29.9,19.4,10.5,3144,46.8,20.0,23.9,30.2,12.4,3144,11.6,3.0,11.0,13.5,13.5,10.8,9.8,16.3,39570,3551,48453002409,48,453,002409
4419,55.2,44.8,93.1,83.8,3.9,0.5,0.0,0.0,4.9,6.9,49.5,40.7,4180,43.3,28.6,14.7,3699,42.4,26.7,27.7,23.2,6.1,3699,9.0,9.2,13.8,15.7,15.8,10.5,3.8,9.3,31580,4415,48453002410,48,453,002410
7419,50.4,49.6,98.7,67.1,7.9,1.2,0.0,0.0,22.5,1.3,83.4,9.6,6793,72.6,43.1,29.5,5481,42.1,32.5,18.7,6.5,2.8,5481,16.1,9.7,16.3,16.9,11.9,5.5,2.0,2.5,24301,7419,48453002411,48,453,002411
6165,49.6,50.4,95.8,58.9,5.1,0.5,0.8,0.0,30.4,4.2,83.1,10.1,5829,71.3,42.1,29.2,4901,47.9,33.8,16.5,5.0,1.9,4901,18.2,6.3,17.2,16.0,11.1,5.9,1.0,4.3,23365,6165,48453002412,48,453,002412
5045,51.4,48.6,95.7,40.1,12.1,0.0,0.0,0.0,43.5,4.3,75.8,12.4,4508,54.9,31.0,23.9,3389,44.3,30.6,22.7,7.5,0.5,3389,18.9,8.9,17.9,13.3,14.3,4.3,2.7,3.9,22321,4998,48453002413,48,453,002413
4945,46.9,53.1,95.3,53.0,16.5,1.9,4.7,0.0,19.2,4.7,66.8,12.4,4341,61.3,34.3,27.0,3780,44.5,30.2,27.4,19.9,5.0,3780,10.8,6.7,23.7,15.2,19.8,7.7,0.7,3.5,26007,4913,48453002419,48,453,002419
10980,45.9,54.1,94.2,82.7,5.2,0.0,3.7,0.0,2.6,5.8,45.1,41.6,10186,24.0,16.0,8.0,8812,48.1,17.5,30.8,31.7,12.7,8812,8.2,4.7,10.9,14.0,14.3,16.3,6.2,14.7,42458,10980,48453002421,48,453,002421
6070,50.0,50.0,98.8,84.3,5.7,0.0,5.5,0.0,3.3,1.2,43.3,44.9,5675,34.4,19.3,15.1,5307,35.6,20.7,22.3,32.7,15.1,5307,6.0,4.9,16.1,16.4,16.4,11.7,6.6,7.0,34463,6070,48453002422,48,453,002422
6007,51.0,49.0,97.3,87.4,6.2,0.9,2.2,0.0,0.5,2.7,37.8,52.7,5601,24.0,20.4,3.6,5150,35.5,23.0,26.1,31.1,11.9,5150,6.0,5.1,9.4,16.4,22.1,15.9,5.7,10.1,39225,6007,48453002423,48,453,002423
3898,50.7,49.3,99.3,92.1,4.2,0.2,0.9,0.0,1.8,0.7,48.0,47.6,3677,36.4,22.8,13.6,3285,43.1,22.2,23.3,24.1,13.5,3285,10.7,3.6,12.2,14.8,19.4,11.1,5.9,8.5,35967,3795,48453002424,48,453,002424
4342,45.1,54.9,95.3,67.3,4.8,0.3,8.3,0.0,14.7,4.7,46.8,34.4,4084,35.6,21.4,14.2,3523,42.7,19.9,34.6,28.2,11.3,3523,11.2,4.0,11.4,12.1,14.7,14.9,6.6,12.0,40066,4294,48453002425,48,453,002425
9742,54.3,45.7,97.7,65.3,7.7,0.8,2.9,0.0,20.9,2.3,63.7,23.2,9179,46.4,35.5,10.9,7877,39.2,24.7,32.1,21.2,7.6,7877,10.0,7.1,12.4,15.1,22.2,10.5,4.3,8.2,35162,9730,48453002426,48,453,002426
8046,46.8,53.2,97.3,74.7,6.8,1.9,0.0,0.0,13.8,2.7,80.9,11.7,7380,67.7,41.5,26.2,6071,44.9,19.8,24.9,11.2,4.7,6071,13.1,7.0,17.4,18.4,16.1,7.1,1.5,2.0,26306,8046,48453002427,48,453,002427
8291,53.3,46.7,97.1,87.1,2.3,0.0,1.7,0.2,5.8,2.9,51.4,44.2,7936,39.6,25.9,13.7,6872,42.4,20.4,23.2,30.7,13.6,6872,8.9,6.8,11.3,14.0,15.4,12.0,9.0,15.8,41575,8208,48453002428,48,453,002428
1645,44.2,55.8,94.2,70.0,10.9,0.0,2.0,0.1,11.1,5.8,52.2,32.6,1435,28.4,24.6,3.8,1185,53.4,9.6,48.0,27.5,5.9,1185,4.0,5.1,13.8,12.7,19.9,14.1,5.8,9.3,40948,1645,48453002429,48,453,002429
2593,55.0,45.0,98.3,83.8,2.8,0.0,1.0,0.0,10.8,1.7,75.1,20.1,2419,70.3,45.2,25.1,2026,37.1,40.8,25.2,15.9,1.5,2026,10.3,7.7,20.4,11.3,13.3,10.9,0.6,5.4,26377,2587,48453002430,48,453,002430
9899,55.7,44.3,98.2,62.0,10.7,0.0,2.1,0.0,23.4,1.8,69.8,17.8,9069,50.7,27.6,23.1,7190,44.4,24.7,16.9,24.8,5.8,7190,13.3,4.7,13.9,11.8,12.0,11.7,3.1,12.5,31433,9861,48453002431,48,453,002431
2982,49.8,50.2,96.3,70.9,4.4,0.1,3.8,0.0,17.1,3.7,62.5,28.5,2863,57.6,40.6,17.0,2409,35.1,23.3,19.7,25.1,5.8,2409,11.5,10.8,8.1,14.3,11.0,8.9,2.5,17.3,32734,2938,48453002432,48,453,002432
9458,48.9,51.1,96.6,38.2,7.6,0.0,1.0,0.0,49.9,3.4,75.3,13.8,8656,51.6,34.3,17.3,7216,33.7,32.9,24.9,12.8,2.4,7216,10.1,6.2,7.2,12.2,21.3,10.7,1.3,9.9,36620,9458,48453002433,48,453,002433
1661,45.3,54.7,97.5,68.8,5.4,0.5,0.0,0.0,22.8,2.5,60.7,31.1,1566,50.2,27.6,22.6,1344,31.5,29.9,27.9,5.5,3.6,1344,13.8,7.4,10.3,16.0,9.7,8.4,2.7,8.5,29005,1650,48453002434,48,453,002434
8318,50.0,50.0,97.5,47.6,8.5,2.2,2.9,0.0,36.3,2.5,77.4,12.4,7654,54.5,36.8,17.8,6232,42.6,39.6,26.4,8.2,1.9,6232,10.4,10.3,15.6,15.1,13.9,9.4,2.6,8.2,30193,8293,48453002435,48,453,002435
2768,51.8,48.2,98.4,56.8,4.0,2.6,0.1,0.0,34.9,1.6,83.7,12.1,2705,63.0,36.5,26.5,2381,37.1,28.9,15.9,4.7,2.7,2381,17.6,12.9,17.2,9.0,14.1,7.0,1.0,4.7,20526,2768,48453002436,48,453,002436
6056,51.6,48.4,95.4,79.2,5.5,0.0,7.6,0.0,3.2,4.6,17.9,66.0,5604,18.8,15.0,3.8,5122,37.1,9.5,29.8,31.9,26.1,5122,7.6,6.0,8.2,9.6,12.4,12.6,3.9,29.4,51150,6027,48453002500,48,453,002500
0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,0,48453980000,48,453,980000
2426,50.9,49.1,97.2,87.8,9.3,0.0,0.0,0.0,0.1,2.8,2.9,85.9,2247,1.8,1.5,0.3,1981,16.7,39.0,38.6,8.0,4.4,1981,17.1,9.1,17.0,13.8,14.5,8.1,2.8,7.0,25897,2426,48455950100,48,455,950100
3644,45.5,54.5,99.8,90.5,8.0,0.0,0.0,0.0,1.3,0.2,11.0,80.8,3579,11.1,6.5,4.6,3160,19.1,32.7,31.3,13.2,1.4,3160,15.7,10.4,20.5,12.8,6.0,7.7,2.4,6.3,21258,3564,48455950200,48,455,950200
2316,47.0,53.0,99.2,91.3,7.2,0.0,0.2,0.0,0.6,0.8,8.6,84.0,2115,5.8,3.2,2.6,1796,16.8,37.5,34.2,6.5,7.0,1796,14.3,7.2,22.6,16.0,12.5,5.1,2.3,8.9,25283,2225,48455950300,48,455,950300
4179,45.8,54.2,99.1,95.0,2.6,0.4,0.0,0.0,1.1,0.9,4.9,91.2,3996,3.6,1.8,1.8,3467,12.9,35.7,38.6,10.5,3.4,3467,12.1,15.6,18.7,9.8,11.7,7.4,2.1,13.6,24470,4179,48455950400,48,455,950400
2055,54.8,45.2,92.7,50.8,32.3,0.0,0.0,0.0,9.6,7.3,28.3,32.8,1954,22.0,9.2,12.8,1705,40.0,36.6,24.0,4.5,2.3,1705,19.9,10.2,9.8,16.4,6.4,4.6,0.3,6.3,20170,2055,48455950500,48,455,950500
3170,46.3,53.7,99.0,97.3,0.4,0.0,0.2,0.0,1.1,1.0,3.9,93.9,3053,5.4,5.0,0.4,2626,19.8,43.2,31.8,9.0,3.6,2626,17.7,10.3,22.5,12.1,10.3,8.1,2.9,4.8,20485,3153,48457950100,48,457,950100
